"V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","mean","var"
0.0812514509553548,0.156866594687014,0.201900105261635,0.194895559647608,0.15051056180277,0.0968475478430559,0.0534181480531282,0.02578066331381,0.0110592398449437,0.0042699756346694,0.00149872407915682,0.00048217379681139,0.000142772387209213,3.94800644763649e-05,1.01462941292345e-05,2.42638155660765e-06,5.56546381255357e-07,1.19423862288974e-07,2.4251935331983e-08,0.0515,0.005
6.12884609143605e-06,4.50204665764546e-05,0.00022005441113177,0.000809274881553243,0.00237800879027578,0.00582228991453957,0.0122220161799674,0.0224401233028904,0.0366298639283954,0.0538056360843678,0.0718532216884317,0.0879663598077497,0.0994438568996394,0.104274896299433,0.102136494584323,0.093740029657754,0.0810552994541209,0.0660921042871254,0.0510921367699983,0.0469,0.0016
3.82145209755007e-07,3.47640569544246e-06,2.03299365340282e-05,8.99606654865307e-05,0.000316817012813935,0.000930042799226087,0.0023230039200483,0.00515366092840211,0.0100861361262915,0.0177631433013558,0.0284443478226533,0.0417455787654503,0.0565554889240888,0.07115303273031,0.0835491085530397,0.0919615613601932,0.0953055872656984,0.0932078534094122,0.0864019158698754,0.0361,0.0014
0.000501668750971634,0.00248118600370926,0.00817853135310003,0.0202207119719254,0.0399915824949717,0.0659111242784339,0.0931103274590407,0.115090108898073,0.126464086182398,0.125041360406856,0.112402012395218,0.092620145133957,0.0704464346636063,0.0497543261797831,0.0327975013592106,0.0202392170829925,0.0117815790062983,0.00647495636759234,0.00336963121667893,0.0525,0.002
0.00694792718857946,0.0239654734670222,0.0551579784983622,0.0951578649562245,0.131335218596305,0.151048641168046,0.14890526378573,0.128437361933573,0.0984777702892095,0.0679502495184774,0.0426121028328767,0.0245082609697021,0.0130084463271057,0.00640971319426081,0.00294912985167338,0.00127055663469297,0.000516190416252676,0.000197879708419269,7.14641013725608e-05,0.0526,0.0029
0.00486767609181673,0.0178037051547798,0.0434130794529266,0.0793970700678565,0.116158863643613,0.141619533928198,0.147994014276001,0.135313080910715,0.109978351673838,0.0804472455375466,0.0534912831041731,0.0325947843232927,0.0183427144056684,0.00958307327575688,0.00466966934653638,0.00213636798753381,0.000919196653944774,0.000372931760236929,0.00014365889950471,0.0526,0.0028
0.00775843617266912,0.0262831516360331,0.0593197725298995,0.100416862182888,0.135987982480986,0.153461346333533,0.148439856177521,0.125633887784493,0.0945122396798706,0.0639906743758199,0.039386161740738,0.0222200599526719,0.0115710531139795,0.00559612098915267,0.00252159589877978,0.00106868129394309,0.000425427458720755,0.000160078778584987,5.51575525849485e-05,0.0526,0.003
0.0466184614088702,0.106983483427486,0.163668378008967,0.187997941164084,0.172371979028864,0.131845472096519,0.0864406326651977,0.0495873972506983,0.025284663949771,0.0116035442093086,0.00483819492368157,0.00185060929168232,0.000653115966082612,0.000214062273939898,6.54721733462903e-05,1.87720839972964e-05,5.07370998435604e-06,1.29211812506492e-06,3.12240912200685e-07,0.0521,0.0043
0.141403219716009,0.21787702273939,0.223822068533069,0.17241430692851,0.106259289018126,0.0545725128266217,0.0240230389159834,0.00925282102972622,0.00316779597577343,0.000974245188992363,0.000273423561738288,7.02170787278984e-05,1.66418726912863e-05,3.66280909847507e-06,7.52374275871011e-07,1.44848190489855e-07,2.60022290327085e-08,4.47665493934472e-09,7.25396371544975e-10,0.0502,0.006
1.90935470519708e-06,1.52687438362519e-05,8.05803851490021e-05,0.000322155274913501,0.00102956308842692,0.00273141771940571,0.00622450174002304,0.012396201250222,0.0219493297581735,0.0348888591057603,0.0506544644281338,0.0672547139223044,0.082428699976419,0.0938109807745921,0.0996347122810401,0.0992118192835095,0.0929996514986274,0.0822952954891808,0.0691884803612143,0.043,0.0015
0.0041609868735485,0.0155965202522263,0.0388527438820798,0.0730424309311635,0.10951352766808,0.136826475424858,0.14670383058216,0.137354685206533,0.114378082785398,0.08572309319627,0.0584153117958666,0.0364878735861317,0.0210397852766922,0.0112507397301499,0.00562763174915205,0.00263678404984854,0.00116222360811441,0.000483389632409365,0.000190989495820249,0.0526,0.0027
4.20429347915055e-08,4.19655714487647e-07,2.79456918172585e-06,1.3962649502404e-05,5.5333873557916e-05,0.000186028363034153,0.000528972099875274,0.00132596863034191,0.00294366812292661,0.00587882742240806,0.0106828611580342,0.0177811912550294,0.0273335311653545,0.0389824739308513,0.0519477374352195,0.0648633096475399,0.0762239768428233,0.0846069540974209,0.0890475231262119,0.0249,0.001
0.348820408288696,0.237667370575501,0.107958631536139,0.0367718353168641,0.0100233961812937,0.00227650842716209,0.00044304435156567,7.54216075735514e-05,1.14052391187132e-05,1.55731321321374e-06,1.92744690654658e-07,2.18591005306991e-08,2.29584634233196e-09,4.00365039369705e-11,2.02915468430561e-11,1.72780503340404e-12,1.38339543390349e-13,1.04862747434102e-14,7.52060629452745e-16,0.0392,0.0085
0.127502302894372,0.20611381119327,0.222133898408839,0.179539071996992,0.116086664397385,0.062548127974812,0.0288748903483791,0.0116728428414185,0.00419302439767555,0.00135276413083864,0.00039840780085311,0.000107313414201486,2.66840028590797e-05,6.15351118457376e-06,1.32719865572875e-06,2.67525046387309e-07,5.0992880561741e-08,9.16165786703443e-09,1.45917055597736e-09,0.0506,0.0058
0.109185977623197,0.188584206414029,0.217148000765719,0.187580413661562,0.129551486989927,0.0745826964266519,0.0368028263351433,0.0158897239335696,0.00605271920394609,0.00210627819523726,0.000659492601142283,0.000190213733187135,5.05557639324121e-05,1.247831844086e-05,2.87023038002603e-06,6.19624669471913e-07,1.25998524317041e-07,2.41823855085152e-08,4.39547741612775e-09,0.051,0.0055
2.34258034988767e-06,1.84340012496113e-05,9.65215016120192e-05,0.000379639907682001,0.00119283920934783,0.00312522094488986,0.00702030852118665,0.0137869214124203,0.0240857772126847,0.0378535440835504,0.0540925854953365,0.0708495449293473,0.0856643384937096,0.096177457488527,0.100763360032767,0.0989929535231752,0.091502794337512,0.0798923648177163,0.0660834791973012,0.0438,0.0016
2.20817614479344e-05,0.000145771595433253,0.000651417310853474,0.0021679912658698,0.00577547649851715,0.0128076023072507,0.0241337844092067,0.0405184706195726,0.0599240577539443,0.0797504976288718,0.0964936825696118,0.10701533437278,0.109555204756039,0.104200000204587,0.0924014505245772,0.0768505118955269,0.0601582388040863,0.0444743079106723,0.031149817615751,0.0499,0.0016
0.35506370641125,0.229102899509015,0.0985495158352065,0.0317934378263086,0.00820400366805252,0.00176459579733711,0.000325313781731616,5.24733145590275e-05,7.46541597494461e-06,9.5570658311997e-07,1.13821563752771e-07,1.22434712721086e-08,1.21334003657633e-09,1.11991307290653e-10,9.62974833971787e-12,7.74747308352743e-13,5.8398400897421e-14,4.20780971304324e-15,2.86931073319219e-16,0.0382,0.0085
0.00043469820893335,0.00217552585110252,0.00731433712703312,0.0183751237875356,0.0367902895295708,0.0618516980662859,0.0887888504401847,0.11152685747154,0.124537559673762,0.125102480268865,0.114281090991829,0.0956816454656343,0.0739511576490446,0.0530726112776604,0.0355493300881557,0.0223232440158594,0.0131717357766267,0.00736376301633116,0.00389261165518963,0.0524,0.002
6.31379536689444e-06,4.63118928927598e-05,0.00022619508920602,0.000820568012306885,0.00243038665710788,0.00593165074923038,0.0124289760199904,0.0227672351447103,0.0370914720696921,0.0543745656643966,0.0724457231577479,0.0884862394833734,0.0997600623600058,0.104431813008183,0.102042909944407,0.0935589008436386,0.0806183217304875,0.0656034579330024,0.050597526221872,0.047,0.0016
0.0231602729359417,0.0632679995582143,0.115216199467527,0.157383708734636,0.171962592330645,0.156579092135775,0.122203382045502,0.0834500952449879,0.0506509905173861,0.0276705705692869,0.0137421165396521,0.00625343034592301,0.00262892412599381,0.00102294410148805,0.000373442731378116,0.000126000281683823,4.09746289076939e-05,1.24376683787674e-05,3.56984416521717e-06,0.0524,0.0037
