"V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","mean","var"
0.000781177411414474,0.00414098272149726,0.014787896285368,0.0400922126016326,0.0882044412126663,0.16443605169462,0.267966459738586,0.390995832419247,0.520952082445329,0.64449789835557,0.75127207411132,0.83586145617413,0.897720523965113,0.939726028565701,0.966348343575865,0.982166530603663,0.991012361965135,0.995684299434425,0.998021921463739,0.5524,0.1564
1.43165412542643e-06,1.24307785323482e-05,7.22214307454057e-05,0.000315985522308895,0.00111103866371345,0.00327197184848147,0.008306279245252,0.0185686139397473,0.0371637815158871,0.0674884825445116,0.112445788043379,0.173542165311085,0.250184466927643,0.339460921344067,0.436521327960944,0.535449174413583,0.63034914221114,0.716327667405433,0.79012366732466,0.2169,0.0708
0.265330260223795,0.515753091137401,0.733677264467635,0.875909539621245,0.95017397678294,0.982487356551978,0.994538745022744,0.998471526720989,0.99961232819045,0.999910154330654,0.999980838615632,0.999996216421158,0.999999304609315,0.999999880484625,0.999999980712827,0.999999997066778,0.99999999957824,0.999999999942496,0.999999999992546,0.9114,0.0376
1.08651587417491e-07,1.09099194647681e-06,7.32311445504363e-06,3.69762921471757e-05,0.000149850959939079,0.000507898326773593,0.00148140222201031,0.00379742569152291,0.00869516534682934,0.0180167757027851,0.0341452582911522,0.059725669001408,0.0971763233484242,0.148089081356269,0.212688798191226,0.289532075884146,0.375562528770092,0.466527660645925,0.557648267185734,0.1197,0.0296
1.16617356608002e-07,1.16664603509008e-06,7.80212644729067e-06,3.92509819902271e-05,0.000158492447990725,0.000535255687025386,0.00155563805938351,0.00397368888866831,0.00906717799749889,0.0187234134615418,0.035365494315738,0.0616572051492728,0.0999986045827317,0.151918330368192,0.217537933054526,0.295288950217991,0.381995044451305,0.473315818460272,0.564434714280306,0.1219,0.0305
6.03025430508667e-07,5.5113271288911e-06,3.36916026927576e-05,0.000155036211223621,0.000573045296653248,0.00177301342610714,0.00472562904119968,0.0110826283747144,0.0232485467164765,0.0442031835191412,0.077014427281248,0.124109631876866,0.186507331096658,0.263274545383445,0.351424027049781,0.446317211475517,0.542461024091094,0.634460229374957,0.717860165020091,0.1805,0.0549
0.444838292299373,0.714147660157645,0.881239000413858,0.958992095889107,0.987936953697839,0.996916283164261,0.999303927329374,0.999859452003622,0.99997434262564,0.999995727579496,0.999999346169416,0.999999907452379,0.999999987816509,0.999999998501101,0.999999999826939,0.999999999981178,0.999999999998065,0.999999999999811,0.999999999999983,0.9465,0.0185
2.60139245453448e-07,2.49274626845096e-06,1.59720258567381e-05,7.70075024366942e-05,0.000298107116963839,0.000965547353954714,0.00269253803669866,0.00660252813223815,0.0144713333962668,0.0287236167251828,0.0521911483576556,0.0876122297283005,0.136963020171556,0.200810201205921,0.277905184355325,0.365178562127986,0.458162623901902,0.551727243872683,0.640920846675916,0.1487,0.0414
0.0060151900792743,0.0250884453348066,0.0709916846971149,0.153847522192744,0.273492059745604,0.41746517215096,0.565964032809248,0.699985047860879,0.80750032079277,0.885126807342281,0.936078311928125,0.96673431531532,0.983760288747201,0.992540878448958,0.996767293976062,0.998674475271802,0.999484471181407,0.999809371463878,0.999932834302028,0.6726,0.1412
2.70247119910372e-05,0.000192422022959307,0.000918509450165846,0.00330913002099492,0.00960596591102932,0.0234273918585588,0.049431175149879,0.09223950437187,0.154881775570924,0.237380877756487,0.336153882153247,0.444556244047846,0.554375151655667,0.657682403945138,0.748385326002956,0.823044472815329,0.880882813904517,0.92320080568392,0.952533582361046,0.3627,0.1271
1.93527227379319e-07,1.88455441161725e-06,1.22699282035058e-05,6.01059371996525e-05,0.000236375664416726,0.00077765229864438,0.00220232150655023,0.00548340172626973,0.0122002747291747,0.0245756943849948,0.0453038207550834,0.0771290543121485,0.122233676054442,0.181592570995636,0.2545026126063,0.338460240812257,0.429452414061597,0.522589861342053,0.612905618569291,0.1384,0.0371
0.0935875239294689,0.242108280799783,0.438791925087725,0.634140659898736,0.789358968285965,0.892135520187283,0.950466376333302,0.979433856038646,0.992220911519065,0.997301018955759,0.999135792880621,0.999743233264024,0.999928869458244,0.999981548391037,0.999995500763348,0.999998965182426,0.99999977480731,0.99999995350284,0.999999990867621,0.8425,0.0754
6.76499646854688e-08,6.96103074744366e-07,4.787510362662e-06,2.47646733295897e-05,0.000102798858072964,0.000356811151954228,0.00106553620610852,0.0027957863265739,0.00655059202301852,0.0138840457741067,0.0269048245905524,0.0480970617245913,0.0799357041858069,0.12435253783141,0.182185764837578,0.25278151096492,0.333887084665975,0.421890450926172,0.512352573418579,0.1056,0.0243
0.000163500545543994,0.00100583458588165,0.00415670460877006,0.0129964119805246,0.0328361199597499,0.0699427416448608,0.129429563627915,0.212874151152316,0.316919591880925,0.433678613068732,0.55279325561222,0.664184561942099,0.760340328890062,0.83741553449107,0.895077683521359,0.935520205757407,0.962216851770239,0.978860617308467,0.988690885797607,0.4626,0.1503
0.000205913951573323,0.00124104708903965,0.00502635550067951,0.0154080343779758,0.0381864702866331,0.0798349316913597,0.145106979003506,0.234615330922027,0.343721011845517,0.463415369066541,0.582788697828577,0.691920762374981,0.784015609580579,0.856181771561854,0.90896168365164,0.945150551169221,0.968504073020751,0.98273739230861,0.990955633890928,0.4757,0.1521
2.30247825616197e-05,0.000165915042563572,0.000801402402682594,0.00292109298655544,0.00857733536471092,0.0211550664747188,0.0451284763766651,0.0851105550311974,0.14438239440381,0.223463721707264,0.319383200414071,0.426030805902626,0.535485225314058,0.639796393965211,0.732578686048865,0.809948340908336,0.870670510889312,0.915679610298165,0.947285809088624,0.3541,0.1244
7.60564653843272e-05,0.000499298042677242,0.00219974964406503,0.0073236596114354,0.0196754152661287,0.0444881508405899,0.0872123384367206,0.151581971330992,0.237787620939667,0.341691780731814,0.455542939624114,0.569897480768521,0.675922233741507,0.767202403601408,0.840549408877214,0.895802885527585,0.934977785337197,0.961209857314284,0.977850733922836,0.4196,0.1423
