"V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","mean","var"
3.50032124656496e-07,3.30482176909369e-06,2.08481650401462e-05,9.86689471795524e-05,0.00037581886815167,0.00119600861126494,0.00328637545180102,0.00795143083824936,0.0171680416566921,0.0335105638180659,0.0600488460350842,0.0994540979092347,0.153322648546146,0.221770000105746,0.303006994974998,0.393170156418064,0.487947197982633,0.581473753808143,0.669013492107672,0.1596,0.046
0.000487144365468786,0.00269983925879403,0.0101310117919603,0.0287570496385791,0.0660997101061165,0.128469793329191,0.217870608714072,0.329882492232124,0.454645134293375,0.579789269284316,0.693823970666055,0.789132121717695,0.862575114067991,0.915211001640903,0.950366010445909,0.972398158083121,0.985397996728651,0.992639490791403,0.996454318354302,0.5251,0.1561
2.69563853071362e-07,2.574011328461e-06,1.64890746056717e-05,7.92837805457551e-05,0.000306583090822946,0.000990661448968351,0.0027549431073454,0.00673929588747815,0.014774673400544,0.0292718851361592,0.0530766868895487,0.0889228240259367,0.138825540551242,0.203302899079198,0.280916685421129,0.368593616176039,0.461784327035198,0.555400844240512,0.644430471307525,0.15,0.0419
0.134888822690017,0.31909541561375,0.534513693347058,0.72366752099698,0.856373443243485,0.933988053382657,0.97289938420773,0.989968398445175,0.996624832607357,0.998959586844511,0.999704197383505,0.999922189811309,0.999980861083329,0.99999561285963,0.999999051077517,0.99999980698048,0.999999962826541,0.999999993199667,0.999999998901096,0.8663,0.0627
9.22667480904955e-06,7.10707953238878e-05,0.00036695750675254,0.00142500458749909,0.00445673450993475,0.0116799061851393,0.0264809517558785,0.053001158352491,0.0950750621422678,0.155536828672409,0.234122637410998,0.327903536479473,0.431130367991122,0.536790462105303,0.637621682083501,0.727841337231325,0.80382039900443,0.864287034898187,0.909793221177783,0.3064,0.1077
0.00127790304376026,0.00642920272875817,0.0218180516313811,0.05629045211678,0.118087000693695,0.210379995564534,0.328512016533438,0.460824767307678,0.592599053762631,0.710655414767076,0.806831243606762,0.878637527761216,0.928180731581197,0.959803748084717,0.978745360136581,0.989322595490173,0.99490974002554,0.997686690667045,0.998999540752537,0.5811,0.1552
4.39267471114977e-08,4.6385904068407e-07,3.2643385708972e-06,1.68781815514649e-05,7.0064776340819e-05,0.00025815528549463,0.000766725736101659,0.00211641480136012,0.00506019947441949,0.0109425187530306,0.0216061892767421,0.0394003372870656,0.0667088188216215,0.105622001436378,0.157669637697176,0.222558313841869,0.298270452321135,0.383392864123837,0.472337381112215,0.094,0.0202
0.000116790810227403,0.000739869241409458,0.00314501771126723,0.010099306012824,0.0262693696651258,0.0574851511457192,0.109139042944012,0.183943733773248,0.280307874593685,0.391913210189157,0.509519838039068,0.623084718309189,0.724294391540061,0.808050214207525,0.872759186759523,0.919603842944078,0.951571258532385,0.972093547729753,0.984626787213042,0.4436,0.1471
0.363200916609161,0.632134159852698,0.826211963474611,0.931247885985021,0.976724721917913,0.993138208536214,0.998208122490981,0.999581177642911,0.999911441941483,0.999982899595163,0.999996963256752,0.999999501216375,0.99999992376376,0.99999998910931,0.999999998539901,0.999999999816156,0.999999999977992,0.999999999997588,0.999999999999732,0.9326,0.0258
0.00102028247728106,0.00525784445802987,0.0182699258127431,0.0482482326111325,0.103465902611057,0.188184326919735,0.299693473482009,0.428218637636955,0.559661982603958,0.680737456084113,0.782114804410038,0.859915369329407,0.915042539422677,0.951341578305279,0.973590636686306,0.986407519725442,0.993345589154121,0.9969036080584,0.998621087956066,0.5679,0.156
0.386385087388034,0.656719723121792,0.843577420088944,0.940490846839763,0.980628309639614,0.99451460691603,0.998626093648038,0.999691851317299,0.999937487738164,0.999988430908989,0.999998030588245,0.999999690777236,0.999999954647188,0.999999993785798,0.999999999201648,0.999999999903298,0.999999999988949,0.999999999998809,0.999999999999876,0.9369,0.0235
1.53307198421784e-06,1.32601265078933e-05,7.66742728628025e-05,0.000334165154861137,0.00117102241071995,0.00335078216111578,0.00868383714927083,0.0193387319566455,0.0385387034058157,0.0697008214400724,0.115782621306042,0.178120584087161,0.255702280751774,0.346134625401626,0.443762437413943,0.542831697894537,0.637434947745671,0.722733910578651,0.795632506839263,0.22,0.0722
1.44863988797131e-06,1.25764436027904e-05,7.30152633717632e-05,0.000319240904212989,0.00112156669539636,0.00330011377559431,0.00829411579093562,0.0186897658939302,0.0374064551290514,0.0678229649616544,0.11295390659726,0.174369147068957,0.251256044599207,0.340623919131923,0.437836285121356,0.5368275583534,0.63172788295914,0.717583621363879,0.791217915663855,0.2174,0.0711
